0.23	109
0.23	110
0.23	110


1.97	155
1.96	153
1.97	154


2.28	176
2.28	177
2.28	176


3.74	344
3.74	345
3.75	343


4.75	607
4.77	608
4.78	608


4.97	857
4.97	856
4.97	856


5.02	1052
5.02	1052
5.02	1052


5.04	1732
5.04	1733
5.04	1735


5.04	3850
5.03	3850
5.04	3849
